MES;DEPARTAMENTO2;Serie Descripcion;Division;Categoria;Grupo;Proveedor;UNIDAD NEG 2025;UNIDAD POS 2026;COSTO NEG 2025;COSTO POS 2025;UNIDAD NEG 2026;UNIDAD NEG 2026;COSTO NEG 2026;COSTO POS 2026
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-2;;-L140.00;;-1;;-L60.02;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;-3;;-L79.93;;-15;;-L2,108.18;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON LIQUIDO;;-1;;-L80.00;;-1;;-L60.00;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON P/TRASTE;;;;;;-15;;-L53.44;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADORES DE VIDRIO;;-1;;-L40.00;;-1;;-L27.80;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-36;;-L1,541.61;;-27;;-L2,976.85;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-2;;-L37.32;;-3;;-L66.18;
ENERO;ADMINISTRACION FINANCIERA;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;;;;;-2;;-L79.59;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;;-2;;-L32.28;;;;;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-50;;-L50.63;;-2;;-L8.46;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;;-5;;-L37.24;;;;;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;;;;-1;;-L60.23;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-14;;-L227.41;;;;;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;;;;-3;;-L198.26;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;;;;;-3;;-L99.47;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;;;;;-4;;-L176.67;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;MEMORIA;;;;;;-1;;-L121.09;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-5;;-L250.00;;;;;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;;;;;-100;;-L4,000.00;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-1;;-L34.62;;-1;;-L35.00;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-2;;-L150.00;;-3;;-L182.35;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L70.00;;-1;;-L59.25;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADORES DE VIDRIO;;;;;;-1;;-L32.23;
ENERO;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-7;;-L288.56;;-3;;-L340.56;
ENERO;AEC MAYOREO MEGACARPA;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA PROMOCION;;;;;;-4;;-L226.83;
ENERO;AEC MAYOREO MEGACARPA;Diarios Uniformes;UNIFORMES;SEGURIDAD;CAMISA P/SEGURIDAD M/L;;;;;;-2;;-L182.75;
ENERO;AEC MAYOREO MEGACARPA;(en blanco);SISTEMA ELECTRICO;BATERIAS Y REGULADORES;BATERIAS;;;1;;L2,600.00;;;;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ARCHIVADORES;;;;;;-10;;-L288.06;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;;;;;-5;;-L5.06;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;;;;;;-28;;-L20.65;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;;;;;-5;;-L14.01;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CUADERNO;;;;;;-2;;-L109.80;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FASTENERS;;;;;;-1;;-L19.52;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;;;;;;-100;;-L95.22;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;;;;;-12;;-L148.52;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;;;;;-5;;-L79.98;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;;;;-10;;-L605.67;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;;;;;;-1;;-L15.69;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;SACAGRAPAS;;;;;;-2;;-L12.88;
ENERO;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;;;;;-144;;-L2,801.86;
ENERO;ALMACEN CDI;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;;;;;-4;;-L180.49;
ENERO;ALMACEN CDI;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;CABLE/MECHAS;;;;;;-1;;-L250.00;
ENERO;ALMACEN CDI;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;COMPUTADORA;;;;;;-1;;-L1,829.45;
ENERO;ALMACEN CDI;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;;;;;-4;;-L480.00;
ENERO;ALMACEN CDI;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;;;;;-57;;-L375.58;
ENERO;ALMACEN CDI;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;;;;;-2;;-L33.92;
ENERO;ALMACEN CDI;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;;;;;-8;;-L413.13;
ENERO;ALMACEN CDI;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;;;;;-11;;-L1,248.73;
ENERO;ALMACEN CDI;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;;;;;-1;;-L45.88;
ENERO;ALMACEN CDI;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA ENTRENAMIENTO;;;;;;-4;;-L215.91;
ENERO;ALMACEN CDI;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;;;;;-2;;-L117.08;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-1;;-L23.09;;;;;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;LAPIZ GRAFITO;;;;;;-1;;-L9.56;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;;;;;-2;;-L24.75;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;;;;-10;;-L605.67;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;RIBBONS;;-2;;-L52.35;;;;;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-12;;-L18.30;;-6;;-L95.26;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ADAPTADORES;;-1;;-L55.19;;;;;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;COMPUTADORA;;-1;;-L1,899.46;;;;;
ENERO;ANALISIS DE INVENTARIO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;;;;;-2;;-L227.04;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-112;;-L113.41;;-50;;-L50.63;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-2;;-L6.30;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-5;;-L326.86;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-1;;-L60.00;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-112;;-L2,015.72;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TINTA SELLO;;-1;;-L21.01;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-13;;-L282.40;;-4;;-L42.64;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-158;;-L244.42;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;;;;-4;;-L113.05;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;;;;;-2;;-L66.31;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;;;;;-4;;-L176.68;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;CONSTRUCCION;MATERIALES;TUBERIA PVC;;;;;;-1;;-L14.72;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TECLADO;;-2;;-L523.45;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;-1;;-L120.00;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-15;;-L358.72;;-2;;-L41.56;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-1;;-L34.62;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-232;;-L990.40;;-1;;-L91.00;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-4;;-L390.00;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-6;;-L256.91;;;;;
ENERO;AUDITORIA DE MERCADERIA;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;;;;;-4;;-L70.92;
ENERO;AUDITORIA DE MERCADERIA;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;;;;;-2;;-L203.55;
ENERO;AUDITORIA DE MERCADERIA;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA PROMOCION;;;;;;-2;;-L113.41;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-6;;-L6.08;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;;-1;;-L64.68;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-8;;-L19.61;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-2;;-L201.74;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-1;;-L23.09;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;;-2;;-L1,141.47;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-3;;-L9.44;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TIJERA;;-1;;-L14.73;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;CONSTRUCCION;MATERIALES;CATALIZADOR;;-6;;-L1,621.56;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;CONSTRUCCION;MATERIALES;DILUYENTES;;-3;;-L1,620.00;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-1;;-L4,217.39;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-30;;-L1,217.41;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ADAPTADORES;;-2;;-L96.57;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;IMPRESORA;;;;;;-1;;-L4,856.52;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SCANNER;;-1;;-L12,256.78;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-2;;-L63.11;;;;;
ENERO;AUDITORIA INTERNA;Diarios de Suministros;SISTEMA ELECTRICO;BATERIAS Y REGULADORES;BATERIAS;;-1;;-L2,625.55;;;;;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BANDEJAS ARCHIVADORAS;;;;;;-5;;-L594.34;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;;;;-5;;-L301.15;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;SELLOS;;-4;;-L1,768.00;;;;;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;COMPUTADORA;;-1;;-L15,353.64;;;;;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SCANNER;;;;;;-10;;-L105,217.40;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;;;;;-20;;-L1,658.85;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;;;;;-2;;-L35.46;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA ENTRENAMIENTO;;;;;;-14;;-L755.71;
ENERO;AUDITORIA INVENTARIO FISICO;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;;;;;-4;;-L234.18;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-50;;-L50.63;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;;-14;;-L27.50;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-24;;-L30.70;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-3;;-L9.44;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-5;;-L326.86;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-7;;-L489.58;;;;;
ENERO;BODEGA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-36;;-L665.72;;;;;
ENERO;BODEGA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-8;;-L63.54;;;;;
ENERO;BODEGA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-12;;-L674.15;;;;;
ENERO;BODEGA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-40;;-L1,000.00;;;;;
ENERO;BODEGA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-443;;-L7,944.88;;;;;
ENERO;BODEGA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA TOSTATA;;-2;;-L2.00;;;;;
ENERO;BODEGA;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-8;;-L920.20;;;;;
ENERO;BODEGA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-3;;-L103.87;;;;;
ENERO;BODEGA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-110;;-L205.23;;;;;
ENERO;BODEGA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-5;;-L420.00;;;;;
ENERO;BODEGA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L70.00;;;;;
ENERO;BODEGA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-26;;-L1,113.53;;;;;
ENERO;BODEGA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-7;;-L130.62;;;;;
ENERO;BODEGA;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-1;;-L195.74;;;;;
ENERO;BODEGA SUMINISTROS;Diarios de Suministros;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;;;;;;6;;L6.00
ENERO;BODEGA SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;;;;;;;2;;L596.00
ENERO;BODEGA SUMINISTROS;Diarios de Suministros;CONSTRUCCION;MATERIALES;ACCESORIOS BOMBAS AGUA;;;;;;;1;;L800.00
ENERO;BODEGA SUMINISTROS;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TELEVISORE/SISTEMAS DE AUDIO;;;;;;;2;;L2.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;;239;;L606,137.97;;510;;L289,591.83
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;ARCHIVADORES;;;250;;L7,500.00;;;;
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;BANDEJAS ARCHIVADORAS;;;;;;;2;;L1,398.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;CUADERNO;;;;;;;15;;L823.50
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;;;18;;L1,164.35;;200;;L382.98
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;HILO DE PESCAR;;;2;;L70.14;;;;
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS BOLANTES;;;139,000;;L77,000.00;;214,000;;L117,700.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;HOJAS LAMINAR;;;;;;;30;;L2,993.48
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;300;;L19,590.00;;300;;L18,060.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;;;;;;;1;;L500.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;SELLOS;;;9;;L4,137.50;;;;
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;SILICON;;;;;;;86;;L363.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;SOBRES;;;100;;L43.48;;600;;L664.40
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;;395;;L31,075.00;;260;;L22,100.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;TINTA SELLO;;;;;;;3;;L4,738.14
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;TONER;;;;;;;3;;L5,700.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;VIÑETA;;;;;;;70;;L24,500.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CARPINTERIA;LAMINA CONTRACHAPADO;FIBRAN;;;205;;L188,138.91;;117;;L96,684.34
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CARPINTERIA;LAMINA CONTRACHAPADO;LAMINA DE FORMICA;;;9;;L8,182.40;;10;;L3,604.50
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CARPINTERIA;LAMINA CONTRACHAPADO;LAMINA FIBRA;;;;;;;7;;L6,804.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CARPINTERIA;LAMINA CONTRACHAPADO;PLAYWOOD;;;8;;L2,828.80;;16;;L9,474.90
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CARPINTERIA;MADERA;MADERA;;;17;;L4,346.00;;57;;L13,486.25
ENERO;BODEGA SUMINISTROS;Historico de recepciones;COCINA;ENSERES DE HOGAR;OASIS;;;3;;L10,489.50;;;;
ENERO;BODEGA SUMINISTROS;Historico de recepciones;COCINA;ENSERES DE HOGAR;PERCOLADORAS;;;6;;L2,880.00;;3;;L1,942.44
ENERO;BODEGA SUMINISTROS;Historico de recepciones;COCINA;ENSERES DE HOGAR;PLANCHAS;;;4;;L8,749.20;;6;;L14,712.78
ENERO;BODEGA SUMINISTROS;Historico de recepciones;COCINA;UTENSILIOS DE COCINA;DESECHABLES;;;172;;L4,667.12;;132;;L1,355.30
ENERO;BODEGA SUMINISTROS;Historico de recepciones;COCINA;VIVERES;VIVERES;;;55;;L1,655.50;;484;;L11,244.16
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;HERRAMIENTAS;CLAVOS;;;5;;L652.17;;6;;L90.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;HERRAMIENTAS;DISCOS CORTE;;;53;;L2,995.66;;;;
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;;309;;L118,948.38;;2,459;;L195,845.06
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;;12,358;;L7,473.59;;26,755;;L17,084.62
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MADERA;MADERA;;;165;;L19,559.20;;608;;L10,388.87
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;AISLANTE;;;1;;L117.39;;49;;L1,665.78
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;ANGULOS;;;16;;L4,144.00;;17;;L9,185.65
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;CANALETAS;;;;;;;170;;L99,450.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;CATALIZADOR;;;46;;L24,533.43;;29;;L25,834.74
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;CERAMICA;;;7;;L6,749.97;;4;;L1,649.73
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;CINTA AISLANTE;;;;;;;5;;L195.66
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;DILUYENTES;;;15;;L8,100.00;;10;;L5,400.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;ESQUINERO METALICA;;;6;;L588.00;;24;;L7,128.00
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;FRAGUADO;;;44;;L8,350.32;;108;;L18,786.60
ENERO;BODEGA SUMINISTROS;Historico de recepciones;CONSTRUCCION;MATERIALES;LAMINA DUROCK T/Y;;;;;;;16;;L4,380.72
